sid,name,addr
1315,7-ELEVEN(金華)(166739),台北市大安區金華街140號1樓
1316,7-ELEVEN(統威)(171421),台北市松山區東興路13-1號1樓15巷3號1樓
1317,7-ELEVEN(鑫壽)(251352),台北市松山區延壽街323號
1318,7-ELEVEN(建安)(127620),台北市大安區敦化南路一段187巷29號
1319,7-ELEVEN(松鑽)(213903),台北市松山區八德路四段686號
1320,7-ELEVEN(瑞江)(214179),台北市內湖區瑞陽里江南街71巷16弄76號
1321,7-ELEVEN(樂陽)(166474),台北市內湖區陽光街349號1樓
1322,7-ELEVEN(忠林)(214892),台北市信義區忠孝東路五段470號1樓
1323,7-ELEVEN(華技)(142870),台北市南港區研究院路三段72號74號1樓
1324,7-ELEVEN(經貿)(238669),台北市南港區三重路19號1樓
1325,7-ELEVEN(雄強)(188326),台北市南港區忠孝東路六段276號
1326,7-ELEVEN(秀湖)(255000),台北市內湖區成功路四段359號1樓
1327,7-ELEVEN(金雲)(249212),台北市內湖區星雲街136號
1328,7-ELEVEN(克里斯)(264255),台北市內湖區五分街33號35號1樓
1329,7-ELEVEN(鑫輝煌)(158657),台北市內湖區東湖路119巷49弄2號1樓
1330,7-ELEVEN(新建)(871828),高雄市鹽埕區建國四路175號
1331,7-ELEVEN(新本館)(186397),高雄市三民區大裕路119號
1332,7-ELEVEN(星展)(197939),高雄市三民區天祥一路88號
1333,7-ELEVEN(雙興)(214423),高雄市三民區正興路1號3號
1334,7-ELEVEN(鑫領千)(190673),高雄市三民區民族一路94號1+2樓96號1樓
1336,7-ELEVEN(新立寧)(895880),高雄市三民區自立一路287號289號291號1樓
1337,7-ELEVEN(本元)(149136),高雄市三民區建工路317號319號
1338,7-ELEVEN(鳳中)(182890),高雄市三民區建國三路285號1樓
1339,7-ELEVEN(新鼎祥)(248976),高雄市三民區鼎泰里民族一路543巷25號1樓
1340,7-ELEVEN(河堤)(250142),高雄市三民區鼎泰里河堤路510號
1341,7-ELEVEN(嫩江)(855239),高雄市三民區嫩江街101號1樓喜峯街134號
1342,7-ELEVEN(光武)(214216),高雄市三民區寶德里覺民路338號
1343,7-ELEVEN(孝豐)(171513),高雄市三民區覺民路238號240號
1344,7-ELEVEN(方城市)(263654),高雄市三民區文濱路22號
1345,7-ELEVEN(社旺)(252872),高雄市大社區大社路30-29號
1346,7-ELEVEN(觀音)(991573),高雄市大社區大新路111號金龍路316號318號
1347,7-ELEVEN(好事達)(251606),高雄市大社區保社里旗楠路71號
1348,7-ELEVEN(開封)(165275),高雄市大寮區大寮路688號
1349,7-ELEVEN(永芳)(992761),高雄市大寮區永芳里萬丹路630號
1350,7-ELEVEN(鳳明)(238751),高雄市大寮區新厝里鳳林二路160號
1351,7-ELEVEN(八卦寮)(127376),高雄市仁武區大灣里八德南路497號499號1樓
1352,7-ELEVEN(家恩)(921172),高雄市仁武區中華路46號
1353,7-ELEVEN(仁心)(173900),高雄市仁武區考潭里仁心路198-1號1樓
1354,7-ELEVEN(三福)(982694),高雄市仁武區仁武里中正路175號1樓
1355,7-ELEVEN(仁雄)(263056),高雄市仁武區仁雄路6之11號1樓
1356,7-ELEVEN(球場)(215138),高雄市鳥松區本館路196號1樓
1357,7-ELEVEN(新鳳松)(148661),高雄市鳥松區鳥松里大仁北路2號1樓
1358,7-ELEVEN(青文)(190019),高雄市鳳山區文衡里文衡路343號
1359,7-ELEVEN(安華)(261393),高雄市左營區明華一路126號
1360,7-ELEVEN(政德)(963349),高雄市左營區政德路130號132號1F
1361,7-ELEVEN(富慶)(249120),高雄市左營區富民路65號一.二樓
1362,7-ELEVEN(南屏)(253738),高雄市左營區新下里華夏路256號
1363,7-ELEVEN(勝利)(238393),高雄市左營區勝利路123號125號1樓
1364,7-ELEVEN(文康)(148535),高雄市左營區新光里文康路156號1樓
1365,7-ELEVEN(美朵)(194778),高雄市鼓山區美術東四路132號136號1樓
1366,7-ELEVEN(光化)(210410),高雄市鼓山區鼓山二路33號
1367,7-ELEVEN(農神)(990237),高雄市鼓山區龍子里神農路183號185號1樓
1368,7-ELEVEN(美藝)(250599),高雄市鼓山區龍水里美術東二路103號1樓
1369,7-ELEVEN(鼓波)(114196),高雄市鼓山區臨海二路45-1號1樓鼓波街43號1樓
1371,7-ELEVEN(文信)(249016),高雄市鼓山區明誠里南屏路527號529號
1372,7-ELEVEN(田金)(262134),高雄市小港區山明里水秀路59號
1373,7-ELEVEN(大坪頂)(131319),高雄市小港區坪頂里大平路192號196號1樓
1374,7-ELEVEN(桂德)(971339),高雄市小港區桂林里中安路428號
1375,7-ELEVEN(沿海)(264473),高雄市小港區康莊路178之1號1樓
1376,7-ELEVEN(忠純)(240064),高雄市前鎮區忠純里中華五路969巷6號1樓
1377,7-ELEVEN(學源)(262097),高雄市前鎮區三多二路437號439號441號441-1號1樓
1378,7-ELEVEN(松興)(264587),高雄市小港區松山里高鳳路34-3號34-4號34-5號34-6號
1379,7-ELEVEN(德新)(911555),高雄市前鎮區仁愛里新衙路83號85號
1380,7-ELEVEN(宏平)(855295),高雄市小港區宏平路388號390號392號1樓
1381,7-ELEVEN(亞新灣)(213970),高雄市前鎮區林森四路255號
1382,7-ELEVEN(后安)(252182),高雄市前鎮區草衙里后安路146號
1383,7-ELEVEN(鎮陽)(238267),高雄市前鎮區鎮陽里前鎮街278號280號
1384,7-ELEVEN(光漢)(209638),高雄市小港區漢民路755.757號一樓.二樓
1385,7-ELEVEN(永益)(239282),高雄市小港區民益路46號1樓及2樓
1386,7-ELEVEN(新自孝)(263609),屏東縣屏東市北勢里自由路476號壹樓
1387,7-ELEVEN(廣正)(263067),屏東縣屏東市北興里中正路443號1樓
1388,7-ELEVEN(興長安)(200491),屏東縣屏東市光復路352號1樓
1389,7-ELEVEN(和武)(240868),屏東縣屏東市和生路二段342號
1390,7-ELEVEN(翊聖)(913182),屏東縣屏東市崇蘭里崇蘭路98-24號
1391,7-ELEVEN(博勝)(238474),屏東縣屏東市博愛路263號1樓
1392,7-ELEVEN(堡勤)(174109),屏東縣屏東市新生里復興南路一段370號1樓
1393,7-ELEVEN(瑞光)(192738),屏東縣屏東市瑞光里民生東路58-2號
1394,7-ELEVEN(廣吉)(189134),屏東縣屏東市廣東路991之1、991之2號1樓
1395,7-ELEVEN(新樂興)(171030),屏東縣屏東市興樂里杭州街30號1樓
1396,7-ELEVEN(龍客)(249555),高雄市前金區大同二路1號
1397,7-ELEVEN(大順)(159018),高雄市苓雅區大順三路76號1樓
1398,7-ELEVEN(光尚)(198172),高雄市苓雅區光華一路226號
1399,7-ELEVEN(克強)(208336),高雄市苓雅區自強三路156號
1400,7-ELEVEN(強泥)(261119),高雄市苓雅區自強三路2.6號新光路72.74號
1401,7-ELEVEN(維雄)(159096),高雄市苓雅區和平一路100號
1402,7-ELEVEN(新道明)(241104),高雄市苓雅區建國一路211號213號
1403,7-ELEVEN(海音)(217086),高雄市苓雅區海邊路48.48-1.48-2號
1404,7-ELEVEN(興陽)(201324),高雄市苓雅區復興二路22號
1405,7-ELEVEN(晴朗)(171270),高雄市苓雅區晴朗里復興二路162號
1406,7-ELEVEN(華文)(261625),高雄市苓雅區文橫二路2號與文橫二路二巷2號
1407,7-ELEVEN(興村)(948708),高雄市新興區五福二路92號
1408,7-ELEVEN(新球庭)(238452),高雄市新興區林森一路162號
1409,7-ELEVEN(寶成)(253864),高雄市新興區青年一路220號
1410,7-ELEVEN(華民)(236940),高雄市左營區民族一路1084號
1411,7-ELEVEN(新昌)(263643),高雄市左營區光輝里後昌路637號639號1樓
1412,7-ELEVEN(榮耀)(217329),高雄市左營區福山里民族一路1014號1樓
1413,7-ELEVEN(久昌)(966902),高雄市楠梓區久昌里盛昌街26號28號
1414,7-ELEVEN(德中)(188429),高雄市楠梓區中和里德中路8號1樓
1415,7-ELEVEN(藍昌)(177256),高雄市楠梓區建昌里後昌路1185號1187號1189號1樓
1416,7-ELEVEN(海科大)(990570),高雄市楠梓區海專路143號145號1樓
1417,7-ELEVEN(欣清心)(167547),高雄市楠梓區清豐二路16號
1418,7-ELEVEN(惠心)(250821),高雄市楠梓區惠民里高楠公路1764之1號
1419,7-ELEVEN(四季春)(262271),高雄市楠梓區鳳楠路82號1樓
1420,7-ELEVEN(華鳳)(167499),高雄市鳳山區北昌路10號
1421,7-ELEVEN(善志)(240857),高雄市鳳山區善志街27號
1422,7-ELEVEN(來家)(263193),高雄市鳳山區新強里崗山北街36號38號1樓
1423,7-ELEVEN(富凱)(171579),高雄市鳳山區新富路385號1樓
1424,7-ELEVEN(鳳仁)(214032),高雄市鳳山區鳳仁路174號
1425,7-ELEVEN(天虹)(240732),高雄市鳳山區鎮南里五甲二路744號
1426,7-ELEVEN(展奇)(207492),高雄市鳳山區青年路2段169號1.2樓
1427,7-ELEVEN(鳳新)(251259),高雄市鳳山區新康街241號243號245號1樓
1428,7-ELEVEN(牛潮埔)(953869),高雄市鳳山區鎮北里鳳北路60之17號
1429,7-ELEVEN(鳳城)(240053),高雄市鳳山區杭州西街111號1樓
1430,7-ELEVEN(瑞竹)(249290),高雄市鳳山區中山東路209-1及209-2號1樓
1431,7-ELEVEN(光泰)(182476),高雄市鳳山區光復路65號1樓(B室)1樓部分
1432,7-ELEVEN(萬新)(261887),屏東縣萬丹鄉新鐘村萬新路342號
1433,7-ELEVEN(合生)(264484),屏東縣潮州鎮中正路1號
1434,7-ELEVEN(潮維)(251363),屏東縣潮州鎮三共里四維路201號
1435,7-ELEVEN(安生)(237998),高雄市三民區十全一路74號
1436,7-ELEVEN(駁藝)(250979),高雄市鹽埕區大勇路29號
1438,7-ELEVEN(宏明)(253118),高雄市三民區本和里大福街211號1樓
1439,7-ELEVEN(龍城)(240008),高雄市三民區寶安里建興路51號53號1樓
1440,7-ELEVEN(港新)(960007),高雄市三民區建國一路417號
1441,7-ELEVEN(客宭)(121965),高雄市鹽埕區建國四路312號
1442,7-ELEVEN(雄站)(130279),高雄市三民區港東里建國二路269號271號
1443,7-ELEVEN(皓東)(166810),高雄市三民區本武里大豐二路489號
1444,7-ELEVEN(義明)(229975),高雄市三民區義華路169號
1446,7-ELEVEN(鎮昌)(263975),高雄市前鎮區鎮海里鎮海路17號1樓
1447,7-ELEVEN(竹中)(991528),高雄市前鎮區和平二路242號1樓
1448,7-ELEVEN(瑞隆)(209188),高雄市前鎮區瑞隆路382.384號1.2樓
1449,7-ELEVEN(強民)(893312),高雄市小港區小港路182號
1450,7-ELEVEN(中鋼會館)(154552),高雄市前鎮區忠純里忠勤路23號1樓
1451,7-ELEVEN(園中)(174361),高雄市林園區中門里中門路15-1號
1452,7-ELEVEN(名言)(187493),高雄市小港區鳳森里鳳林路2-18號
1453,7-ELEVEN(孔鳳)(261108),高雄市小港區孔宅里高鳳路332號
1454,7-ELEVEN(宏文)(252285),高雄市小港區泰山里宏平路83-2號
1455,7-ELEVEN(桂安)(131102),高雄市小港區孔鳳路557號
1456,7-ELEVEN(樺鑫)(174729),高雄市小港區中安路739號
1457,7-ELEVEN(桂陽)(248688),高雄市小港區桂陽路255號1號257巷1號1樓
1459,7-ELEVEN(港后)(114602),高雄市小港區平和路156號
1460,7-ELEVEN(新漢北)(118741),高雄市小港區漢民路132號134號1樓
1461,7-ELEVEN(康德)(132873),高雄市前鎮區鎮興路8號1樓
1462,7-ELEVEN(港口)(895949),高雄市小港區平和路75號77號79號1樓
1463,7-ELEVEN(港瑞)(958440),高雄市小港區小港里小港路77號
1464,7-ELEVEN(蓮潭)(262112),高雄市左營區店仔頂路23.25號
1465,7-ELEVEN(哈囉)(237079),高雄市左營區左營大路676號1樓2樓678號1樓
1466,7-ELEVEN(建榮)(183262),高雄市鼓山區建榮路180號1樓
1467,7-ELEVEN(生態園區)(261083),高雄市左營區博愛三路378.380號
1468,7-ELEVEN(夏義)(251503),高雄市左營區福山里華夏路1453號1樓
1469,7-ELEVEN(華榮)(238773),高雄市鼓山區明倫路149號
1470,7-ELEVEN(高美)(200918),高雄市鼓山區龍水里美術東二路181號
1471,7-ELEVEN(立文)(185512),高雄市左營區新上里立文路77號1樓
1472,7-ELEVEN(彩虹市集)(201542),高雄市左營區菜公里高鐵路115號1樓
1473,7-ELEVEN(榮夏)(254650),高雄市鼓山區華榮路387號1樓
1474,7-ELEVEN(祥裕)(213741),高雄市鼓山區明誠里裕誠路1610號1612號
1475,7-ELEVEN(玉堂)(198035),高雄市左營區曾子路1號
1476,7-ELEVEN(明榮)(170266),高雄市鼓山區明誠里明華路204號
1477,7-ELEVEN(豐創)(249027),高雄市楠梓區創新路76號78號80號1樓
1478,7-ELEVEN(盛田)(951988),高雄市楠梓區享平里興楠路326號
1479,7-ELEVEN(華仁)(188795),高雄市岡山區仁壽里仁壽路106號
1480,7-ELEVEN(頭目)(263252),屏東縣三地門鄉中正路二段3號1樓
1481,7-ELEVEN(東寧)(971351),屏東縣九如鄉東寧村東寧路225號1樓
1482,7-ELEVEN(瑞廣)(188153),屏東縣屏東市一心里廣東南路88-15號
1483,7-ELEVEN(欣欣鼎)(201461),屏東縣屏東市崇蘭里自由路666號1樓
1484,7-ELEVEN(瑞屏)(239905),屏東縣長治鄉香楊村瑞光路一段749號1樓
1485,7-ELEVEN(歸來)(250566),屏東縣屏東市和生路一段107-3號
1486,7-ELEVEN(新潭)(126395),屏東縣長治鄉新潭村長興路326號1樓
1487,7-ELEVEN(麟洛)(965552),屏東縣麟洛鄉麟趾村中山路519-5號
1488,7-ELEVEN(英明)(892308),高雄市苓雅區英明路190號1樓
1489,7-ELEVEN(青雅)(130545),高雄市苓雅區青年一路6之8及6之9號
1490,7-ELEVEN(長生)(162667),高雄市前金區五福三路54號
1491,7-ELEVEN(明星)(129198),高雄市新興區自立二路146號
1492,7-ELEVEN(好正義)(166784),高雄市苓雅區正義路195號197號1樓
1493,7-ELEVEN(武勝)(177201),高雄市苓雅區武廟路55號55之1號57號1.2樓59號2樓
1494,7-ELEVEN(大輔)(185800),高雄市苓雅區正心里輔仁路333號341號1樓
1495,7-ELEVEN(林德)(135274),高雄市苓雅區林南里林德街37號1樓
1496,7-ELEVEN(尚義)(130246),高雄市新興區中正二路218號1樓
1497,7-ELEVEN(復中)(113481),高雄市苓雅區興中一路138號
1498,7-ELEVEN(高昇)(261418),高雄市苓雅區中華四路64號
1499,7-ELEVEN(旗廟)(201380),高雄市旗津區永安里廟前路12號1樓
1500,7-ELEVEN(鳳頂)(980252),高雄市鳳山區過埤里鳳頂路285號1樓
1501,7-ELEVEN(鳳和)(956167),高雄市鳳山區中和里自由路202號204號206號
1502,7-ELEVEN(鳳曹)(906335),高雄市鳳山區曹公里曹公路59號
1503,7-ELEVEN(新新甲)(981026),高雄市鳳山區海洋里海洋二路57號59號1樓
1504,7-ELEVEN(興仁)(990662),高雄市鳳山區興仁里五甲一路204號206號1樓
1505,7-ELEVEN(工協)(136288),高雄市鳳山區埤頂里建國路一段79號1樓
1506,7-ELEVEN(甲誠)(198390),高雄市鳳山區三誠路76.78.80號
1507,7-ELEVEN(武慶)(252171),高雄市鳳山區五武漢里武慶二路52號54號
1508,7-ELEVEN(長春)(142180),屏東縣東港鎮興東里長春一路95號
1509,7-ELEVEN(青允)(250153),屏東縣萬巒鄉新置村新隆路75號
1510,7-ELEVEN(僑德)(110253),屏東縣枋寮鄉安樂村中山路143號145號147號1樓
1511,7-ELEVEN(新枋寮)(261197),屏東縣枋寮鄉枋寮村中興路7號1樓2樓
1512,7-ELEVEN(鼎東)(261577),屏東縣東港鎮興東里中正路二段491號1樓
1513,7-ELEVEN(億財富)(951704),屏東縣東港鎮新勝里光復路二段77號1樓
1514,7-ELEVEN(林美)(253853),屏東縣林邊鄉中林路295號
1515,7-ELEVEN(鹽洲)(155452),屏東縣新園鄉共和村光復路1號
1516,7-ELEVEN(竹田)(942869),屏東縣竹田鄉中正路84號86號
1517,7-ELEVEN(吉春)(910677),屏東縣恆春鎮山腳里環城南路60號
1518,7-ELEVEN(內鑫)(238614),台中市大里區東昇里新仁路二段92號
1519,7-ELEVEN(新榮)(182764),台中市大里區東榮路552號
1520,7-ELEVEN(中湖)(970565),台中市大里區中興路一段292之11及292之12號
1521,7-ELEVEN(大明)(175054),台中市大里區中興路二段833號835號及中興路二段祥興一巷2號
1522,7-ELEVEN(新丁台)(208897),台中市霧峰區四德路477-2號477-2-1號
1523,7-ELEVEN(瑞城)(240606),台中市大里區瑞城一街1號
1525,7-ELEVEN(立新)(890704),台中市大里區立仁路142號
1526,7-ELEVEN(育成)(967352),台中市霧峰區樹仁路161-1及161-2號
1527,7-ELEVEN(修平)(255088),台中市大里區工業二路100號
1528,7-ELEVEN(新仁華)(893345),台中市大里區仁化路460.462號
1529,7-ELEVEN(軟體)(200022),台中市大里區東湖里中山路131號
1530,7-ELEVEN(東里)(885780),台中市大里區大里路295號1樓
1531,7-ELEVEN(中營)(913229),南投縣南投市中華路130號
1532,7-ELEVEN(佑民)(958691),南投縣草屯鎮太平路一段221號
1533,7-ELEVEN(隆安)(874458),台中市西屯區大隆路56號1樓
1534,7-ELEVEN(雅津)(217167),台中市北區天津路二段9號.11號
1535,7-ELEVEN(大都會)(155267),台中市西屯區惠來路二段238之1號1樓
1536,7-ELEVEN(歐風)(158808),台中市西屯區惠民路199號
1537,7-ELEVEN(新墩)(832030),台中市西屯區大墩路901號
1538,7-ELEVEN(亞太)(177441),台中市北區中清路一段506、508號
1539,7-ELEVEN(漢華)(944511),台中市北區漢口路五段60號62號66號1樓
1540,7-ELEVEN(元保)(250902),台中市北區進化北路413號1樓
1541,7-ELEVEN(賴厝)(263816),台中市北區漢口路四段102號1樓.地下樓
1542,7-ELEVEN(超學)(199902),台中市北區進化北路327號與325號1樓
1543,7-ELEVEN(龍祥)(891501),台中市龍井區沙田路四段636號
1544,7-ELEVEN(龍津)(900898),台中市龍井區三德里中央路二段4號
1545,7-ELEVEN(廣洽)(121301),台中市龍井區西濱路三段247號
1546,7-ELEVEN(龍田)(123086),台中市龍井區田中里臨港東路一段75號
1547,7-ELEVEN(中醫)(119652),台中市北區育德路13號1樓
1548,7-ELEVEN(文津)(254937),台中市北區天津路二段138之10號之11號
1549,7-ELEVEN(醫德)(144038),台中市北區大德街87號1樓
1550,7-ELEVEN(東海)(253440),台中市龍井區台灣大道五段3巷43號45號1樓
1551,7-ELEVEN(龍新)(976736),台中市龍井區新興路18號1樓
1552,7-ELEVEN(工一)(254487),台中市西屯區工業區一路98-32號1樓
1553,7-ELEVEN(汶莊)(201771),台中市北區中清路一段102號1樓
1554,7-ELEVEN(篤行)(148351),台中市北區篤行路120號122號
1555,7-ELEVEN(龍峰)(165600),台中市龍井區向上路六段298號
1556,7-ELEVEN(龍竹)(196154),台中市龍井區竹坑里沙田路四段316號
1557,7-ELEVEN(東風)(988061),台中市龍井區遠東街3號
1558,7-ELEVEN(新中工)(260817),台中市西屯區工業區一路58之1號
1559,7-ELEVEN(科博館)(165057),台中市北區淡溝里博館路92號1樓
1560,7-ELEVEN(美德)(261061),台中市北區民權路472號1樓466巷1.3號1樓
1561,7-ELEVEN(鈦譜)(121345),台中市龍井區龍門路48之15號
1562,7-ELEVEN(巨龍)(863218),台中市龍井區中央路三段51號
1563,7-ELEVEN(龍井豐御)(265199),台中市龍井區沙田路六段323號
1564,7-ELEVEN(婷婷)(993591),台中市北區學士路67號69號1樓
1565,7-ELEVEN(龍合)(131250),台中市龍井區中華路一段36號
1566,7-ELEVEN(新庄)(978374),台中市龍井區台灣大道五段232號236號1樓
1567,7-ELEVEN(秋紅谷)(237633),台中市西屯區朝富路30號32號1樓
1568,7-ELEVEN(潮貴)(208624),台中市西屯區朝馬路158號1樓
1570,7-ELEVEN(龍億)(184106),台中市龍井區沙田路五段143號
1571,7-ELEVEN(龍井)(170783),台中市龍井區遊園南路210號
1572,7-ELEVEN(淡溝)(110987),台中市北區淡溝里民權路361號1樓
1573,7-ELEVEN(光大國宅)(952316),台中市北區文莊里日興街180號1樓
1574,7-ELEVEN(鑫文山)(194804),台中市南屯區文山路20號和22號
1575,7-ELEVEN(中勇)(264521),台中市南屯區忠勇路105之27號1樓
1576,7-ELEVEN(興春)(254155),台中市南屯區永春東路96號
1577,7-ELEVEN(向上)(262514),台中市南屯區黎明路二段193號
1578,7-ELEVEN(墩富)(201852),台中市南屯區大墩路572號
1579,7-ELEVEN(上楓樹)(136510),台中市南屯區中和里黎明路一段263號
1580,7-ELEVEN(詠豐)(216887),台中市南屯區永春東路1230號
1581,7-ELEVEN(春安)(212302),台中市南屯區嶺東南路165號
1582,7-ELEVEN(蔗園)(163693),台中市大肚區遊園路一段143號
1583,7-ELEVEN(大肚)(174545),台中市大肚區沙田路二段740號
1584,7-ELEVEN(新春社)(953098),台中市南屯區永春南路136號138號
1585,7-ELEVEN(王田)(165862),台中市大肚區沙田路一段386號
1586,7-ELEVEN(鹿港)(165367),彰化縣鹿港鎮中山路257號
1587,7-ELEVEN(鹿棋)(953881),彰化縣鹿港鎮溝墘里鹿和路三段438號
1588,7-ELEVEN(鹿和)(165356),彰化縣鹿港鎮鹿和路一段271、273、275號
1589,7-ELEVEN(頂王)(194273),彰化縣鹿港鎮頭崙里7鄰頂草路二段135號
1590,7-ELEVEN(桂花)(166555),彰化縣鹿港鎮鹿東路150號1+2樓
1591,7-ELEVEN(伸東)(138996),彰化縣伸港鄉七嘉村中華路519號
1592,7-ELEVEN(權貴)(187448),台中市南區五權南路189號
1593,7-ELEVEN(大東家)(241447),台中市南區新榮里復興路三段138、140號
1594,7-ELEVEN(烏日)(214939),台中市烏日區新興路247號
1596,7-ELEVEN(超億)(196969),台中市西區公益路126號
1597,7-ELEVEN(華生)(902757),台中市西區民生路517號
1598,7-ELEVEN(鄉林夏都)(114152),台中市西區忠明南路117號1樓
1599,7-ELEVEN(益風)(154644),台中市西區精誠路107號
1600,7-ELEVEN(明興)(181244),台中市南區忠明南路929號
1601,7-ELEVEN(生活)(241126),台中市南區復興路二段71巷70號1樓及忠明南路730巷17號1樓
1602,7-ELEVEN(明義)(214788),台中市西區明義街6號
1603,7-ELEVEN(向美)(238946),台中市西區美村路一段302之1號302之7號
1604,7-ELEVEN(大將作)(185958),台中市西區英才路410號
1606,7-ELEVEN(模範)(912732),台中市西區模範街34巷1號
1607,7-ELEVEN(吉宏)(266376),台中市烏日區九德里20鄰中華路593號
1608,7-ELEVEN(三和)(195933),台中市烏日區三榮路一段558號
1609,7-ELEVEN(榮泉)(967927),台中市烏日區中山路三段1007號
1610,7-ELEVEN(九德)(165817),台中市烏日區九德村中華路43.45.47號1樓
1611,7-ELEVEN(建日)(206798),台中市烏日區建國路419號
1612,7-ELEVEN(台麗)(962715),台中市西區後龍里中山路493號1樓、五權路119號1樓
1613,7-ELEVEN(上誠)(239525),台中市西區向上路一段381號383號385號
1614,7-ELEVEN(忠明義)(240662),台中市西區忠明南路16號16之1號18號1樓
1615,7-ELEVEN(吉龍)(158288),台中市西區吉龍里忠明南路410號1樓及五權七街200、202號1樓
1616,7-ELEVEN(美村)(112639),台中市西區美村路一段542號546號
1617,7-ELEVEN(權美)(187079),台中市西區美村路一段736號
1618,7-ELEVEN(精明)(143068),台中市西區精誠路15號
1619,7-ELEVEN(向勝)(217156),台中市西區東興路三段57號
1620,7-ELEVEN(樂群)(216913),台中市西區林森路80號及樂群街81號1樓
1621,7-ELEVEN(富由)(164146),台中市東區自由路三段169-1號
1622,7-ELEVEN(錦新)(136174),台中市北區錦新街70-2號70-3號及一中街136-2號136-6號
1623,7-ELEVEN(一中)(253093),台中市北區一中街98號1樓
1624,7-ELEVEN(盛民興)(215747),台中市太平區中山路二段366號、366-1號、368號1樓
1625,7-ELEVEN(新勤益)(264152),台中市太平區中山路一段217號
1626,7-ELEVEN(新樹孝)(188441),台中市太平區樹孝路48號50號1樓
1627,7-ELEVEN(富仁)(113425),台中市東區富榮街2號1樓
1628,7-ELEVEN(健興)(132921),台中市北區健行路354號
1629,7-ELEVEN(庚樺)(150815),台中市北區崇德路一段143之2號
1630,7-ELEVEN(錦中)(956581),台中市北區三民路三段258號
1631,7-ELEVEN(新平)(261072),台中市太平區永平路一段105號107號1樓
1632,7-ELEVEN(東村)(151520),台中市太平區東村路200號
1633,7-ELEVEN(丰太)(199083),台中市太平區永豐路351號1樓
1634,7-ELEVEN(育鑫)(143378),台中市太平區樹孝路490號
1635,7-ELEVEN(吉仕多)(251396),台中市太平區樹德路255號
1637,7-ELEVEN(振福)(196419),台中市太平區振福路361巷6號1樓
1638,7-ELEVEN(樂業)(872957),台中市東區樂業路259號
1639,7-ELEVEN(中農)(214168),台中市東區台中路195號197號199號
1640,7-ELEVEN(聯鑫)(183675),台中市中區建國路143.145號
1641,7-ELEVEN(新振興)(164582),台中市東區十甲東路217號
1642,7-ELEVEN(東泓)(971742),台中市東區東門里東門路140號
1643,7-ELEVEN(漢溪)(111142),台中市東區十甲東路575號1樓
1644,7-ELEVEN(漢展)(195184),台中市東區自由路四段436號
1645,7-ELEVEN(市鑫)(261751),台中市中區自由路二段9號1樓
1646,7-ELEVEN(勤科大)(174349),台中市太平區坪林里中山路二段57號
1647,7-ELEVEN(新大億)(262156),台中市太平區大興路151號151-1號
1648,7-ELEVEN(長德)(174604),台中市太平區長億里永成北路125號
1649,7-ELEVEN(建智)(266734),台中市東區建成路668號
1650,7-ELEVEN(聯華)(991805),台中市中區公園路13號
1651,7-ELEVEN(福明)(913643),台中市東區進化路170號1樓
1652,7-ELEVEN(豐年)(195368),台中市太平區環太東路345號
1653,7-ELEVEN(一江橋)(126306),台中市太平區東平路1號
1654,7-ELEVEN(鑫中華)(237747),台中市中區中華路一段153.155號一樓157號一二樓
1655,7-ELEVEN(大榮)(250175),台中市太平區中興東路189號191號
1656,7-ELEVEN(全利)(910079),台中市太平區樹孝路338號
1657,7-ELEVEN(新立德)(845612),台中市東區復興路四段4號台中路45號
1658,7-ELEVEN(樂東)(110172),台中市東區東英路331號
1659,7-ELEVEN(東英)(969026),台中市東區自由路四段339號
1660,7-ELEVEN(鄉親寮)(196408),南投縣中寮鄉永安街79之1號1樓
1661,7-ELEVEN(愛蘭)(121091),南投縣埔里鎮鐵山路36號1樓
1662,7-ELEVEN(龍揚)(144212),南投縣埔里鎮樹人路221之2號
1663,7-ELEVEN(宏旺)(970716),南投縣南投市復興路38號
1664,7-ELEVEN(育溪)(192646),南投縣埔里鎮安七街89-1號
1665,7-ELEVEN(竹寶)(132161),南投縣竹山鎮延正里延正路45之30號1樓
1666,7-ELEVEN(鈺興)(193971),南投縣竹山鎮集山路三段912.914號
1667,7-ELEVEN(欣鑫)(195782),南投縣南投市仁和路26號
1668,7-ELEVEN(竹山大智)(950561),南投縣竹山鎮中山里自強路176號
1669,7-ELEVEN(鑫潭)(155289),南投縣埔里鎮中山路四段97之1.97之2號
1670,7-ELEVEN(埔安)(196006),南投縣埔里鎮西安路一段409-1號
1671,7-ELEVEN(快來)(881386),雲林縣麥寮鄉橋頭村橋頭路234號
1672,7-ELEVEN(麥鄉)(951922),雲林縣麥寮鄉中興路78-3號
1673,7-ELEVEN(虎威)(110839),雲林縣虎尾鎮光復路122號1樓及成和街2號1樓
1674,7-ELEVEN(鑫崙)(208071),雲林縣斗南鎮新崙路65之1號
1675,7-ELEVEN(永業)(200332),雲林縣西螺鎮振興里振興215號
1676,7-ELEVEN(花都)(262145),彰化縣田尾鄉民生路一段586號
1677,7-ELEVEN(樹子腳)(196475),雲林縣莿桐鄉和平路28號
1678,7-ELEVEN(加吉利)(970026),彰化縣田中鎮中正路276號
1679,7-ELEVEN(雲龍)(170716),雲林縣斗六市龍潭路14-1號
1680,7-ELEVEN(田正)(953467),彰化縣田尾鄉中山路一段191號
1681,7-ELEVEN(明道站)(164548),彰化縣溪州鄉中山路四段627號
